iter	Passed	Remaining
1668	26880	13383
1669	26893	13366
1670	26907	13349
1671	26921	13332
1672	26938	13316
1673	26951	13298
1674	26968	13283
1675	26982	13266
1676	26999	13249
1677	27014	13233
1678	27033	13218
1679	27050	13203
1680	27068	13187
1681	27089	13174
1682	27108	13159
1683	27128	13145
1684	27153	13133
1685	27171	13118
1686	27195	13105
1687	27223	13095
1688	27243	13081
1689	27263	13067
1690	27281	13051
1691	27301	13037
1692	27318	13021
1693	27335	13006
1694	27352	12990
1695	27369	12974
1696	27386	12959
1697	27404	12943
1698	27421	12927
1699	27439	12912
1700	27454	12896
1701	27471	12880
1702	27487	12863
1703	27505	12848
1704	27525	12834
1705	27541	12818
1706	27558	12802
1707	27576	12787
1708	27592	12770
1709	27608	12754
1710	27625	12739
1711	27642	12723
1712	27659	12707
1713	27676	12691
1714	27693	12676
1715	27709	12660
1716	27728	12644
1717	27747	12630
1718	27766	12615
1719	27784	12599
1720	27803	12584
1721	27820	12569
1722	27836	12553
1723	27854	12537
1724	27870	12521
1725	27891	12507
1726	27909	12492
1727	27927	12476
1728	27943	12460
1729	27959	12444
1730	27977	12428
1731	27995	12413
1732	28014	12398
1733	28036	12385
1734	28052	12368
1735	28066	12351
1736	28081	12335
1737	28097	12319
1738	28112	12302
1739	28129	12286
1740	28145	12270
1741	28160	12253
1742	28177	12237
1743	28191	12220
1744	28208	12204
1745	28225	12188
1746	28241	12172
1747	28257	12156
1748	28272	12139
1749	28292	12125
1750	28312	12110
1751	28331	12095
1752	28349	12080
1753	28371	12066
1754	28387	12050
1755	28403	12034
1756	28419	12018
1757	28435	12001
1758	28450	11985
1759	28465	11968
1760	28481	11952
1761	28498	11936
1762	28514	11920
1763	28528	11902
1764	28542	11885
1765	28557	11869
1766	28573	11852
1767	28589	11836
1768	28605	11820
1769	28620	11804
1770	28636	11787
1771	28653	11772
1772	28673	11757
1773	28691	11741
1774	28706	11725
1775	28724	11709
1776	28745	11695
1777	28765	11680
1778	28782	11665
1779	28798	11649
1780	28815	11633
1781	28832	11617
1782	28847	11600
1783	28864	11584
1784	28879	11568
1785	28894	11551
1786	28908	11534
1787	28922	11517
1788	28936	11500
1789	28951	11483
1790	28963	11465
1791	28977	11448
1792	28990	11431
1793	29004	11414
1794	29018	11397
1795	29033	11380
1796	29046	11363
1797	29057	11344
1798	29073	11328
1799	29086	11311
1800	29102	11295
1801	29115	11277
1802	29130	11261
1803	29143	11243
1804	29157	11226
1805	29168	11208
1806	29182	11191
1807	29198	11175
1808	29215	11159
1809	29230	11142
1810	29243	11125
1811	29255	11108
1812	29269	11091
1813	29282	11073
1814	29295	11056
1815	29308	11038
1816	29321	11021
1817	29333	11003
1818	29344	10986
1819	29357	10968
1820	29370	10951
1821	29384	10934
1822	29397	10917
1823	29409	10899
1824	29423	10882
1825	29437	10865
1826	29453	10849
1827	29468	10833
1828	29482	10816
1829	29496	10799
1830	29507	10781
1831	29519	10763
1832	29531	10746
1833	29545	10729
1834	29557	10711
1835	29568	10693
1836	29582	10676
1837	29598	10660
1838	29612	10643
1839	29626	10626
1840	29637	10609
1841	29651	10592
1842	29664	10574
1843	29678	10558
1844	29693	10541
1845	29706	10524
1846	29720	10507
1847	29738	10492
1848	29754	10476
1849	29771	10460
1850	29789	10444
1851	29807	10429
1852	29826	10414
1853	29841	10397
1854	29855	10381
1855	29872	10365
1856	29888	10348
1857	29901	10331
1858	29915	10315
1859	29930	10298
1860	29946	10282
1861	29962	10266
1862	29978	10250
1863	29996	10234
1864	30015	10219
1865	30031	10203
1866	30046	10187
1867	30061	10170
1868	30077	10154
1869	30093	10138
1870	30107	10121
1871	30121	10104
1872	30139	10089
1873	30154	10072
1874	30166	10055
1875	30180	10038
1876	30194	10021
1877	30208	10005
1878	30223	9988
1879	30238	9972
1880	30250	9954
1881	30262	9937
1882	30276	9920
1883	30290	9903
1884	30305	9887
1885	30322	9871
1886	30337	9855
1887	30349	9838
1888	30361	9820
1889	30373	9803
1890	30386	9785
1891	30399	9768
1892	30411	9751
1893	30423	9734
1894	30436	9717
1895	30451	9700
1896	30466	9684
1897	30481	9668
1898	30498	9652
1899	30512	9635
1900	30525	9618
1901	30537	9601
1902	30550	9584
1903	30562	9566
1904	30576	9550
1905	30588	9532
1906	30599	9515
1907	30613	9498
1908	30627	9481
1909	30639	9464
1910	30653	9447
1911	30664	9430
1912	30678	9413
1913	30691	9396
1914	30704	9379
1915	30716	9362
1916	30728	9345
1917	30740	9328
1918	30754	9311
1919	30768	9294
1920	30779	9277
1921	30791	9259
1922	30805	9243
1923	30820	9227
1924	30837	9211
1925	30851	9194
1926	30865	9177
1927	30877	9160
1928	30888	9143
1929	30901	9126
1930	30914	9109
1931	30926	9092
1932	30937	9074
1933	30949	9057
1934	30963	9040
1935	30976	9024
1936	30992	9008
1937	31008	8992
1938	31025	8976
1939	31039	8959
1940	31051	8942
1941	31062	8925
1942	31075	8908
1943	31088	8891
1944	31100	8874
1945	31112	8857
1946	31126	8840
1947	31141	8824
1948	31155	8807
1949	31169	8791
1950	31181	8774
1951	31193	8757
1952	31205	8740
1953	31219	8723
1954	31232	8706
1955	31243	8689
1956	31254	8672
1957	31268	8655
1958	31281	8638
1959	31294	8621
1960	31305	8604
1961	31318	8587
1962	31331	8571
1963	31345	8554
1964	31357	8537
1965	31368	8520
1966	31381	8503
1967	31396	8487
1968	31410	8470
1969	31424	8454
1970	31435	8437
1971	31447	8420
1972	31460	8403
1973	31473	8386
1974	31486	8369
1975	31497	8352
1976	31511	8336
1977	31527	8320
1978	31542	8304
1979	31557	8287
1980	31571	8271
1981	31585	8254
1982	31601	8238
1983	31614	8222
1984	31625	8205
1985	31638	8188
1986	31651	8171
1987	31665	8155
1988	31678	8138
1989	31690	8121
1990	31703	8105
1991	31721	8089
1992	31740	8074
1993	31757	8058
1994	31781	8044
1995	31798	8029
1996	31815	8013
1997	31830	7997
1998	31846	7981
1999	31861	7965
2000	31877	7949
2001	31892	7933
2002	31911	7918
2003	31929	7902
2004	31946	7886
2005	31962	7871
2006	31976	7854
2007	31991	7838
2008	32009	7823
2009	32023	7806
2010	32038	7790
2011	32052	7774
2012	32066	7757
2013	32079	7741
2014	32091	7724
2015	32104	7707
2016	32117	7691
2017	32131	7674
2018	32143	7657
2019	32155	7640
2020	32170	7624
2021	32185	7608
2022	32201	7592
2023	32216	7576
2024	32231	7560
2025	32245	7544
2026	32258	7527
2027	32272	7511
2028	32285	7494
2029	32298	7478
2030	32310	7461
2031	32324	7444
2032	32338	7428
2033	32351	7411
2034	32365	7395
2035	32378	7378
2036	32390	7362
2037	32402	7345
2038	32415	7328
2039	32430	7312
2040	32445	7296
2041	32458	7280
2042	32470	7263
2043	32485	7247
2044	32502	7231
2045	32516	7215
2046	32529	7198
2047	32543	7182
2048	32557	7166
2049	32568	7149
2050	32581	7132
2051	32596	7116
2052	32611	7100
2053	32627	7084
2054	32642	7068
2055	32657	7052
2056	32672	7036
