PPD_0,PPD_1,PPD_2,PPD_3,PPD_4,RRD_0,RRD_1,RRD_2,RRD_3,RRD_4,RPD_0,RPD_1,RPD_2,RPD_3,RPD_4,PRD_0,PRD_1,PRD_2,PRD_3,PRD_4,Hold_Time_0,Hold_Time_1,Hold_Time_2,Hold_Time_3,Hold_Time_4,PPD_Sum,RRD_Sum,RPD_Sum,PRD_Sum,Typing_Speed_Avg,Typing_Speed_Max,Typing_Speed_Min,HT_Sum,Hold_Time_Avg,Hold_Time_Std,Key_Type_1,Key_Type_2,Key_Type_3,Key_Type_4,Key_Type_5,Key_Section_1,Key_Section_2,Key_Section_3,Key_Section_4,Key_Section_5,label
0.168968,0.469051,0.090471,0.233354,0.110021,0.159958,0.442157,0.145492,0.212502,0.074016,0,0.371442,0.019756,0.107618,0.005137,0,0.539766,0.216207,0.338238,0.1789,0.097609,0.070715,0.125736,0.104884,0.068879,1.071865,1.034125,0.503953,1.2731109999999999,0.21437299999999998,0.469051,0.090471,0.467823,0.0935646,0.021498688486510053,0,4.0,4.0,4.0,4.0,9,3.0,5.0,3.0,2.0,1
0.199612,0.241142,0.21534,0.139918,0.236695,0.244695,0.250122,0.229025,0.079651,0.270081,0,0.12718,0.092398,0.003291,0.160335,0,0.364084,0.351967,0.216278,0.346441,0.113962,0.122942,0.136627,0.07636,0.109746,1.032707,1.073574,0.383204,1.27877,0.20654139999999996,0.241142,0.139918,0.5596369999999999,0.11192739999999998,0.02002663076605748,0,4.0,4.0,4.0,0.0,9,2.0,1.0,4.0,9.0,1
0.426212,0.133711,0.233312,0.203115,0.175615,0.413174,0.120773,0.259822,0.169694,0.155106,0,0.037003,0.149542,0.092835,0.098756,0,0.217481,0.343592,0.279974,0.231965,0.096708,0.08377,0.11028,0.076859,0.05635,1.171965,1.118569,0.378136,1.073012,0.234393,0.426212,0.133711,0.42396700000000004,0.0847934,0.018245840770981205,4,4.0,4.0,4.0,4.0,5,3.0,2.0,2.0,3.0,1
0.264307,0.471025,0.261937,0.143118,0.118537,0.28473,0.498801,0.238841,0.160878,0.109003,0,0.394252,0.157388,0.061665,0.019324,0,0.575574,0.34339,0.242331,0.208216,0.076773,0.104549,0.081453,0.099213,0.089679,1.258924,1.2922529999999999,0.632629,1.369511,0.2517848,0.471025,0.118537,0.451667,0.0903334,0.010431728247994196,4,8.0,0.0,4.0,4.0,2,7.0,9.0,2.0,5.0,1
0.219367,0.145537,0.142817,0.170737,0.130314,0.206167,0.134952,0.171593,0.197358,0.114371,0,0.069058,0.076923,0.076067,0.009023,0,0.211431,0.237487,0.292028,0.235662,0.076479,0.065894,0.09467,0.121291,0.105348,0.808772,0.824441,0.231071,0.976608,0.16175440000000002,0.219367,0.130314,0.463682,0.0927364,0.019814004830927035,4,4.0,0.0,4.0,4.0,5,5.0,9.0,4.0,1.0,1
0.121113,0.197095,0.241218,0.236296,0.159037,0.107122,0.196541,0.256806,0.234172,0.193605,0,0.105738,0.150415,0.129905,0.05477,0,0.287898,0.347609,0.340563,0.297872,0.091357,0.090803,0.106391,0.104267,0.138835,0.954759,0.988246,0.440828,1.273942,0.1909518,0.241218,0.121113,0.5316529999999999,0.10633059999999998,0.017470622033573958,4,4.0,0.0,4.0,4.0,4,4.0,9.0,4.0,1.0,1
0.156407,0.224838,0.511751,0.153857,0.147698,0.100051,0.253304,0.513277,0.173921,0.12626,0,0.142359,0.400806,0.041386,0.015163,0,0.335783,0.624222,0.286392,0.258795,0.082479,0.110945,0.112471,0.132535,0.111097,1.194551,1.1668129999999999,0.599714,1.505192,0.23891019999999993,0.511751,0.147698,0.549527,0.1099054,0.01595862898371912,4,0.0,4.0,4.0,4.0,4,9.0,5.0,1.0,2.0,1
0.312959,0.200212,0.32512,0.121584,0.167635,0.278322,0.224759,0.294899,0.128013,0.155048,0,0.123752,0.224113,0.050798,0.09042,0,0.301219,0.395906,0.198799,0.232263,0.07646,0.101007,0.070786,0.077215,0.064628,1.12751,1.081041,0.489083,1.128187,0.22550200000000004,0.32512,0.121584,0.390096,0.0780192,0.012354434109258098,4,0.0,4.0,4.0,4.0,3,9.0,4.0,2.0,2.0,1
0.185534,0.145359,0.338737,0.130059,0.185772,0.224603,0.150209,0.348587,0.101418,0.217189,0,0.041662,0.23019,0.011662,0.096016,0,0.253906,0.457134,0.219815,0.306945,0.103697,0.108547,0.118397,0.089756,0.121173,0.985461,1.042006,0.37953000000000003,1.2378,0.1970922,0.338737,0.130059,0.54157,0.108314,0.011249809882838023,4,0.0,4.0,4.0,4.0,2,9.0,6.0,2.0,5.0,1
0.059857,0.18575,0.177058,0.16833,0.153559,0.048611,0.202603,0.1154,0.208364,0.19017,0,0.075823,0.050278,0.103208,0.048403,0,0.31253,0.24218,0.273486,0.295326,0.109927,0.12678,0.065122,0.105156,0.141767,0.744554,0.765148,0.277712,1.123522,0.14891079999999998,0.18575,0.059857,0.548752,0.1097504,0.02579885166901814,4,4.0,4.0,0.0,4.0,6,5.0,2.0,9.0,5.0,1
0.199312,0.130787,0.21313,0.156554,0.259482,0.16093,0.114419,0.19017,0.190012,0.281089,0,0.027402,0.126113,0.092497,0.161967,0,0.217804,0.277187,0.254069,0.378604,0.103385,0.087017,0.064057,0.097515,0.119122,0.9592649999999999,0.93662,0.407979,1.127664,0.191853,0.259482,0.130787,0.471096,0.0942192,0.018312037728226756,4,4.0,4.0,0.0,4.0,5,3.0,2.0,9.0,1.0,1
0.148419,0.197138,0.350504,0.22877,0.154649,0.145575,0.163569,0.345226,0.395949,0.073763,0,0.08086,0.267795,0.151339,0.08996099999999996,0,0.279847,0.427935,0.47338,0.318373,0.116278,0.082709,0.077431,0.24461,0.163724,1.07948,1.124082,0.41003300000000004,1.499535,0.215896,0.350504,0.148419,0.684752,0.1369504,0.06199911564078959,4,4.0,0.0,4.0,4.0,2,5.0,9.0,2.0,1.0,1
0.172075,0.279908,0.390705,0.155087,0.192003,0.11836,0.29056,0.359771,0.133537,0.210801,0,0.169899,0.270044,0.06536,0.123826,0,0.400569,0.480432,0.223264,0.278978,0.110009,0.120661,0.089727,0.068177,0.086975,1.189778,1.113029,0.629129,1.383243,0.2379556,0.390705,0.155087,0.475549,0.0951098,0.018413990359506544,4,0.0,4.0,4.0,4.0,4,9.0,4.0,2.0,2.0,1
0.149341,0.296904,0.077898,0.222007,0.152814,0.156207,0.368257,0.069282,0.182473,0.139571,0,0.203063,0.08729600000000004,0.065429,0.03577,0,0.462098,0.234476,0.339051,0.256615,0.093841,0.165194,0.156578,0.117044,0.103801,0.898964,0.91579,0.21696599999999996,1.29224,0.17979280000000003,0.296904,0.077898,0.6364580000000001,0.1272916,0.028530858329885556,0,4.0,4.0,4.0,4.0,9,6.0,5.0,1.0,4.0,1
0.290676,0.49292,0.107756,0.189685,0.155396,0.278363,0.564876,0.068,0.14251,0.156431,0,0.401432,0.05568799999999996,0.065997,0.078883,0,0.656364,0.231444,0.266198,0.232944,0.091488,0.163444,0.123688,0.076513,0.077548,1.2364330000000001,1.21018,0.49062400000000006,1.38695,0.24728659999999997,0.49292,0.107756,0.532681,0.1065362,0.03316877611489456,0,4.0,4.0,4.0,4.0,9,5.0,6.0,2.0,4.0,1
0.258808,0.519115,0.075572,0.219394,0.132093,0.275432,0.492334,0.097399,0.224779,0.132514,0,0.424943,0.008181,0.130176,0.03749,0,0.586506,0.16479,0.313997,0.227117,0.094172,0.067391,0.089218,0.094603,0.095024,1.204982,1.222458,0.60079,1.29241,0.2409964,0.519115,0.075572,0.440408,0.08808160000000001,0.010556617651501827,0,4.0,4.0,4.0,4.0,9,3.0,5.0,3.0,2.0,1
0.182143,0.118658,0.301027,0.295256,0.14415,0.183736,0.10395,0.340875,0.291391,0.105425,0,0.022041,0.219118,0.173499,0.026258,0,0.200567,0.422784,0.413148,0.223317,0.096617,0.081909,0.121757,0.117892,0.079167,1.041234,1.025377,0.440916,1.259816,0.2082468,0.301027,0.118658,0.49734199999999995,0.09946839999999998,0.017690791837563405,4,4.0,0.0,4.0,4.0,3,4.0,9.0,3.0,2.0,1
0.18369,0.226688,0.109289,0.178169,0.160356,0.212561,0.259697,0.086592,0.217658,0.086291,0,0.11865,0.03175799999999995,0.059819,0.002517,0,0.367735,0.227639,0.336008,0.24413,0.108038,0.141047,0.11835,0.157839,0.083774,0.858192,0.862799,0.14922800000000006,1.175512,0.17163840000000002,0.226688,0.109289,0.609048,0.1218096,0.025754719525554925,0,4.0,4.0,4.0,4.0,9,4.0,2.0,1.0,4.0,1
0.234129,0.295611,0.207378,0.004596,0.158235,0.247914,0.287677,0.169717,0.099181,0.13126,0,0.198052,0.117753,0.047367999999999966,0.011686,0,0.385236,0.259342,0.151145,0.277809,0.097559,0.089625,0.051964,0.146549,0.119574,0.899949,0.935749,0.280123,1.073532,0.1799898,0.295611,0.004596,0.505271,0.10105420000000001,0.031513332387419775,0,4.0,4.0,4.0,4.0,9,3.0,3.0,5.0,4.0,1
0.226918,0.408684,0.205902,0.043596,0.171024,0.212779,0.390783,0.195509,0.129657,0.138477,0,0.303249,0.118368,0.03354500000000005,0.007822,0,0.496218,0.283043,0.206798,0.301679,0.105435,0.087534,0.077141,0.163202,0.130655,1.056124,1.067205,0.39589399999999997,1.287738,0.21122480000000002,0.408684,0.043596,0.563967,0.1127934,0.031059107112729436,0,4.0,4.0,4.0,4.0,9,3.0,3.0,5.0,4.0,1
0.613285,0.336124,0.559258,0.127797,0.123849,0.604913,0.336458,0.526162,0.13997,0.155061,0,0.213841,0.436641,0.038276,0.022155,0,0.458741,0.648779,0.229491,0.256755,0.122283,0.122617,0.089521,0.101694,0.132906,1.760313,1.762564,0.710913,1.593766,0.3520626,0.613285,0.123849,0.569021,0.1138042,0.015816225863334147,4,0.0,4.0,4.0,4.0,6,9.0,3.0,4.0,3.0,1
0.155662,0.226143,0.229052,0.10543,0.198684,0.133491,0.226904,0.219768,0.123746,0.173549,0,0.115408,0.117556,0.003218,0.078156,0,0.337639,0.331264,0.225958,0.294077,0.110735,0.111496,0.102212,0.120528,0.095393,0.914971,0.877458,0.314338,1.188938,0.1829942,0.229052,0.10543,0.5403640000000001,0.10807280000000001,0.008591436652853815,4,0.0,4.0,4.0,4.0,4,9.0,4.0,2.0,2.0,1
0.212328,0.338052,0.096871,0.159238,0.084109,0.222538,0.314527,0.101211,0.148601,0.157623,0,0.232449,0.014793,0.07282,0.008328,0,0.42013,0.183289,0.235019,0.233404,0.105603,0.082078,0.086418,0.075781,0.149295,0.890598,0.9445,0.32838999999999996,1.071842,0.1781196,0.338052,0.084109,0.499175,0.099835,0.02665889449320808,0,4.0,4.0,4.0,4.0,9,2.0,4.0,3.0,5.0,1
0.107422,0.166826,0.286747,0.275562,0.090439,0.084172,0.115928,0.292547,0.280487,0.11177,0,0.040781,0.2116,0.194615,0.004567,0,0.241973,0.367694,0.361434,0.197642,0.126045,0.075147,0.080947,0.085872,0.107203,0.9269959999999999,0.884904,0.451563,1.168743,0.1853992,0.286747,0.090439,0.47521399999999997,0.0950428,0.01890843661861022,4,4.0,0.0,4.0,4.0,4,3.0,9.0,3.0,5.0,1
0.229982,0.084952,0.148318,0.221869,0.222438,0.292652,0.056636,0.081832,0.256748,0.201987,0,0.08492100000000002,0.006761,0.146798,0.112488,0,0.226509,0.223389,0.331819,0.311937,0.169873,0.141557,0.075071,0.10995,0.089499,0.907559,0.889855,0.18112599999999998,1.093654,0.1815118,0.229982,0.084952,0.58595,0.11718999999999999,0.03453250184970675,4,4.0,4.0,0.0,4.0,3,4.0,3.0,9.0,2.0,1
0.113777,0.131135,0.218204,0.1867,0.153227,0.113401,0.134795,0.188329,0.217846,0.177817,0,0.042012,0.125421,0.123792,0.059173,0,0.223918,0.281112,0.280754,0.271871,0.089123,0.092783,0.062908,0.094054,0.118644,0.8030430000000001,0.832188,0.350398,1.057655,0.16060860000000002,0.218204,0.113777,0.45751200000000003,0.09150240000000001,0.017709422944861865,4,4.0,4.0,4.0,0.0,4,2.0,3.0,2.0,9.0,1
0.327446,0.114255,0.240979,0.130826,0.507185,0.302956,0.128515,0.244838,0.110906,0.538946,0,0.020101,0.132565,0.018553,0.414832,0,0.222669,0.353252,0.223179,0.631299,0.094154,0.108414,0.112273,0.092353,0.124114,1.320691,1.326161,0.586051,1.430399,0.2641382,0.507185,0.114255,0.531308,0.1062616,0.011828111203400144,4,4.0,4.0,4.0,0.0,3,1.0,2.0,5.0,9.0,1
0.459032,0.091432,0.182738,0.412904,0.256914,0.505021,0.077812,0.110209,0.444261,0.216565,0,0.07867100000000005,0.026255,0.32895,0.141603,0,0.247915,0.266692,0.528215,0.331876,0.170103,0.156483,0.083954,0.115311,0.074962,1.40302,1.353868,0.418137,1.374698,0.28060399999999996,0.459032,0.091432,0.600813,0.12016260000000001,0.03792337006438115,4,4.0,4.0,0.0,4.0,3,4.0,3.0,9.0,5.0,1
0.235375,0.177829,0.117581,0.162339,0.153955,0.254966,0.189072,0.100387,0.148665,0.20531,0,0.083276,0.011785,0.073737,0.079027,0,0.283625,0.206183,0.237267,0.280238,0.094553,0.105796,0.088602,0.074928,0.126283,0.847079,0.8984,0.247825,1.007313,0.16941580000000003,0.235375,0.117581,0.490162,0.09803239999999999,0.01728133011778897,4,4.0,4.0,0.0,4.0,5,4.0,2.0,9.0,4.0,1
0.105737,0.160858,0.139754,0.259321,0.183205,0.088947,0.226094,0.06888,0.26201,0.155632,0,0.051365,0.03497499999999998,0.155466,0.076661,0,0.335587,0.243609,0.365865,0.262176,0.109493,0.174729,0.103855,0.106544,0.078971,0.848875,0.801563,0.24851700000000002,1.2072370000000001,0.169775,0.259321,0.105737,0.573592,0.1147184,0.03191014822654385,4,4.0,4.0,0.0,4.0,2,1.0,4.0,9.0,2.0,1
0.082933,0.124845,0.181164,0.217862,0.22655,0.146966,0.104089,0.267672,0.098671,0.225354,0,0.018159000000000036,0.058916,0.009106,0.136985,0,0.247093,0.38992,0.307427,0.314919,0.143004,0.122248,0.208756,0.089565,0.088369,0.833354,0.8427520000000001,0.18684799999999996,1.259359,0.1666708,0.22655,0.082933,0.651942,0.13038840000000002,0.04426980950760913,4,4.0,4.0,4.0,0.0,5,4.0,5.0,2.0,9.0,1
0.218818,0.078474,0.117269,0.264446,0.220027,0.291392,0.076246,0.068242,0.238515,0.24982,0,0.08246900000000001,0.04144599999999998,0.154758,0.13627,0,0.237189,0.226957,0.348203,0.333577,0.160943,0.158715,0.109688,0.083757,0.11355,0.899034,0.924215,0.167113,1.145926,0.1798068,0.264446,0.078474,0.626653,0.12533060000000001,0.02998199087852573,4,4.0,4.0,4.0,0.0,4,5.0,2.0,3.0,9.0,1
0.286485,0.128246,0.077287,0.179769,0.214854,0.252952,0.190037,0.050232,0.158462,0.200462,0,0.048229,0.06452100000000005,0.065016,0.121408,0,0.270054,0.19204,0.273215,0.293908,0.080017,0.141808,0.114753,0.093446,0.079054,0.886641,0.852145,0.17013199999999995,1.029217,0.1773282,0.286485,0.077287,0.5090779999999999,0.10181559999999998,0.023791124299620645,4,4.0,4.0,4.0,4.0,3,4.0,5.0,2.0,2.0,1
0.298375,0.327021,0.170469,0.186096,0.168154,0.302929,0.332215,0.168719,0.195064,0.18244,0,0.243413,0.081667,0.099044,0.072134,0,0.415823,0.257521,0.282116,0.27846,0.083608,0.088802,0.087052,0.09602,0.110306,1.150115,1.181367,0.496258,1.23392,0.230023,0.327021,0.168154,0.46578800000000004,0.09315760000000001,0.009483727317885092,0,4.0,4.0,0.0,4.0,9,5.0,3.0,9.0,1.0,1
0.130124,0.046889,0.168779,0.258117,0.239965,0.169813,0.030485,0.114685,0.314995,0.19967,0,0.10310600000000003,0.035188,0.17862,0.10359,0,0.18048,0.248276,0.394492,0.336045,0.149995,0.133591,0.079497,0.136375,0.09608,0.843874,0.829648,0.21429199999999998,1.159293,0.1687748,0.258117,0.046889,0.5955379999999999,0.11910759999999998,0.026687950281728264,4,4.0,4.0,4.0,4.0,4,5.0,3.0,4.0,2.0,1
0.182683,0.193328,0.2542,0.128239,0.026846000000000037,0.190227,0.214716,0.250473,0.022139,0.043721,0,0.089704,0.129188,0.006954,0.04203100000000004,0,0.31834,0.375485,0.143424,0.058906,0.103624,0.125012,0.121285,0.015185,0.085752,0.7316039999999999,0.721276,0.18381499999999995,0.896155,0.14632079999999997,0.2542,-0.026846000000000037,0.45085800000000004,0.0901716,0.04001346583639063,4,0.0,4.0,4.0,4.0,3,9.0,2.0,2.0,5.0,1
0.148701,0.146819,0.672125,0.183767,0.208278,0.163289,0.152276,0.666442,0.17046,0.216057,0,0.046479,0.566328,0.083653,0.121471,0,0.252616,0.772239,0.270574,0.302864,0.10034,0.105797,0.100114,0.086807,0.094586,1.35969,1.3685239999999999,0.8179310000000001,1.598293,0.271938,0.672125,0.146819,0.487644,0.0975288,0.006427539230529832,4,4.0,8.0,8.0,8.0,3,5.0,7.0,7.0,7.0,1
0.632067,0.126765,0.269252,0.228061,0.124988,0.615225,0.150849,0.265312,0.241984,0.110169,0,0.049021,0.167424,0.130173,0.013177,0,0.228593,0.36714,0.339872,0.22198,0.077744,0.101828,0.097888,0.111811,0.096992,1.381133,1.383539,0.359795,1.157585,0.27622660000000004,0.632067,0.124988,0.486263,0.0972526,0.011080960384371024,4,4.0,0.0,4.0,4.0,3,5.0,9.0,5.0,2.0,1
0.17869,0.098997,0.148291,0.167944,0.516631,0.201721,0.07786,0.138527,0.198638,0.487965,0,0.02102599999999999,0.049405,0.078822,0.396815,0,0.197883,0.237413,0.28776,0.607781,0.120023,0.098886,0.089122,0.119816,0.09115,1.110553,1.104711,0.504016,1.330837,0.2221106,0.516631,0.098997,0.518997,0.10379940000000001,0.013559583793022559,4,4.0,4.0,0.0,4.0,1,3.0,2.0,9.0,3.0,1
0.130106,0.090072,0.244256,0.469669,0.368031,0.153689,0.047171,0.288443,0.484255,0.345283,0,0.024661000000000044,0.172424,0.35365,0.237426,0,0.161904,0.360275,0.600274,0.475888,0.114733,0.071832,0.116019,0.130605,0.107857,1.302134,1.318841,0.738839,1.598341,0.2604268,0.469669,0.090072,0.5410459999999999,0.10820919999999998,0.019639498592377555,4,4.0,4.0,4.0,0.0,5,3.0,2.0,3.0,9.0,1
0.258809,0.181054,0.201001,0.116963,0.281938,0.276641,0.14681,0.217976,0.09283,0.278894,0,0.055365,0.109556,0.008543,0.197651,0,0.272499,0.309421,0.20125,0.363181,0.125689,0.091445,0.10842,0.084287,0.081243,1.039765,1.013151,0.371115,1.146351,0.207953,0.281938,0.116963,0.491084,0.0982168,0.016654330084395468,4,4.0,4.0,4.0,0.0,5,5.0,5.0,2.0,9.0,1
0.411215,0.406247,0.087217,0.121635,0.208491,0.452255,0.458671,0.030761,0.090152,0.182921,0,0.283964,0.08748999999999996,0.003384,0.121723,0,0.580954,0.205468,0.208403,0.269689,0.122283,0.174707,0.118251,0.086768,0.061198,1.234805,1.21476,0.32158100000000006,1.264514,0.24696099999999999,0.411215,0.087217,0.5632069999999999,0.11264139999999997,0.038190111278182996,4,4.0,4.0,4.0,4.0,1,3.0,3.0,2.0,3.0,1
0.191853,0.317264,0.127129,0.151975,0.133413,0.223159,0.308913,0.124945,0.156388,0.122986,0,0.22476,0.042976,0.070006,0.047031,0,0.401417,0.209098,0.238357,0.209368,0.092504,0.084153,0.081969,0.086382,0.075955,0.921634,0.936391,0.384773,1.05824,0.1843268,0.317264,0.127129,0.42096300000000003,0.0841926,0.005416213828866067,0,4.0,4.0,4.0,0.0,9,3.0,4.0,2.0,9.0,1
0.333355,0.186149,0.160821,0.144505,0.159799,0.345589,0.177239,0.181991,0.124728,0.165803,0,0.09796,0.081542,0.044056,0.079127,0,0.265428,0.26127,0.225177,0.246475,0.088189,0.079279,0.100449,0.080672,0.086676,0.984629,0.99535,0.302685,0.99835,0.19692579999999998,0.333355,0.144505,0.435265,0.087053,0.007510495030289281,4,4.0,4.0,4.0,0.0,3,5.0,5.0,2.0,9.0,1
0.24255,0.102154,0.156466,0.345752,0.154679,0.274144,0.108025,0.197817,0.255666,0.194415,0,0.01611600000000002,0.032325,0.18026,0.079273,0,0.226295,0.321958,0.421158,0.269821,0.11827,0.124141,0.165492,0.075406,0.115142,1.001601,1.030067,0.275742,1.239232,0.2003202,0.345752,0.102154,0.598451,0.1196902,0.028640558530866674,4,4.0,4.0,4.0,0.0,5,1.0,2.0,3.0,9.0,1
0.217073,0.14463,0.053711,0.235953,0.150446,0.197603,0.183084,0.060963,0.2425,0.077779,0,0.048958,0.08041500000000001,0.094575,0.002521,0,0.278756,0.195089,0.383878,0.225704,0.095672,0.134126,0.141378,0.147925,0.075258,0.801813,0.761929,0.06563899999999999,1.083427,0.1603626,0.235953,0.053711,0.5943590000000001,0.11887180000000001,0.028367947958215095,4,4.0,4.0,4.0,4.0,2,4.0,5.0,5.0,2.0,1
0.138801,0.207792,0.089179,0.141967,0.302602,0.152793,0.276819,0.055551,0.116999,0.317311,0,0.118542,0.06909799999999999,0.017318,0.202921,0,0.366069,0.213828,0.241648,0.416992,0.08925,0.158277,0.124649,0.099681,0.11439,0.880341,0.919473,0.269683,1.238537,0.1760682,0.302602,0.089179,0.5862470000000001,0.11724940000000002,0.023827753940310864,0,4.0,4.0,4.0,4.0,9,6.0,5.0,1.0,4.0,1
0.347353,0.369867,0.142089,0.406733,0.130726,0.349034,0.345612,0.132166,0.440546,0.122694,0,0.253796,0.050273,0.32484,0.01502,0,0.461683,0.223982,0.522439,0.2384,0.116071,0.091816,0.081893,0.115706,0.107674,1.396768,1.390052,0.6439290000000001,1.446504,0.27935360000000004,0.406733,0.130726,0.5131600000000001,0.10263200000000001,0.013594483719509179,0,4.0,4.0,8.0,4.0,9,4.0,1.0,7.0,2.0,1
0.17533,0.191442,0.178634,0.557222,0.167001,0.231825,0.150925,0.162654,0.568079,0.214594,0,0.027273,0.054982,0.44955,0.048472,0,0.315094,0.286306,0.675751,0.333123,0.164169,0.123652,0.107672,0.118529,0.166122,1.2696290000000001,1.328077,0.580277,1.610274,0.2539258,0.557222,0.167001,0.680144,0.1360288,0.02433519191130409,4,4.0,0.0,4.0,4.0,1,2.0,9.0,5.0,2.0,1
0.25006,28.749762,0.080067,0.464607,0.081044,0.167898,28.843788,0.049232,0.48136,0.051855,0,28.665802,0.09791899999999998,0.317456,0.08286000000000004,0,28.927748,0.227218,0.628511,0.215759,0.08396,0.177986,0.147151,0.163904,0.134715,29.62554,29.594133,28.802478999999998,29.999236,5.925108,28.749762,0.080067,0.7077160000000001,0.14154320000000004,0.03231711530071952,4,4.0,4.0,4.0,4.0,2,4.0,5.0,3.0,4.0,1
0.281749,0.506114,0.113899,0.139887,0.227861,0.278001,0.551478,0.06791,0.114368,0.249502,0,0.375147,0.06243200000000004,0.009545,0.123038,0,0.682445,0.244241,0.24471,0.354325,0.130967,0.176331,0.130342,0.104823,0.126464,1.26951,1.261259,0.44529799999999997,1.5257209999999999,0.253902,0.506114,0.113899,0.6689269999999999,0.1337854,0.023333889402326388,0,4.0,4.0,4.0,0.0,9,4.0,5.0,2.0,9.0,1
0.295951,0.349339,0.34834,0.08653,0.065441,0.275572,0.377366,0.312461,0.116275,0.055751,0,0.243254,0.214228,0.011703000000000019,0.06253699999999995,0,0.483451,0.446573,0.214508,0.183729,0.106085,0.134112,0.098233,0.127978,0.118288,1.145601,1.137425,0.383242,1.328261,0.22912020000000002,0.349339,0.065441,0.5846960000000001,0.11693920000000002,0.01331401519302123,4,4.0,4.0,4.0,4.0,4,1.0,3.0,5.0,5.0,1
0.547081,0.220406,0.11747,0.124078,0.220776,0.549437,0.229764,0.107291,0.099084,0.236552,0,0.099762,0.012531999999999988,0.004255,0.125947,0,0.350408,0.237293,0.218907,0.331381,0.120644,0.130002,0.119823,0.094829,0.110605,1.229811,1.2221279999999999,0.21743200000000001,1.137989,0.2459622,0.547081,0.11747,0.575903,0.11518060000000001,0.011884428915181414,4,0.0,4.0,4.0,4.0,4,9.0,6.0,1.0,3.0,1
0.227874,0.142502,0.302508,0.198236,0.139482,0.179803,0.20323,0.260208,0.176762,0.172662,0,0.079968,0.179246,0.117274,0.079994,0,0.265764,0.38347,0.257724,0.23215,0.062534,0.123262,0.080962,0.059488,0.092668,1.010602,0.992665,0.456482,1.139108,0.2021204,0.302508,0.139482,0.418914,0.0837828,0.023183009868435977,4,0.0,4.0,4.0,4.0,3,9.0,2.0,2.0,2.0,1
0.158854,0.285152,0.138548,0.287376,0.14304,0.167758,0.281453,0.132497,0.420162,0.054633,0,0.18358,0.040675,0.195554,0.08156799999999997,0,0.383025,0.23037,0.511984,0.279241,0.101572,0.097873,0.091822,0.224608,0.136201,1.0129700000000001,1.056503,0.338241,1.40462,0.20259400000000002,0.287376,0.138548,0.652076,0.1304152,0.04957039258831828,0,4.0,4.0,4.0,4.0,9,4.0,2.0,5.0,6.0,1
0.371993,0.28884,0.072394,0.23241,0.172987,0.353096,0.274758,0.087215,0.232483,0.180365,0,0.171536,0.030827999999999967,0.114367,0.054871,0,0.392062,0.190437,0.350526,0.298481,0.117304,0.103222,0.118043,0.118116,0.125494,1.138624,1.127917,0.30994600000000005,1.231506,0.2277248,0.371993,0.072394,0.582179,0.1164358,0.007250040452300939,0,4.0,4.0,4.0,4.0,9,4.0,2.0,1.0,2.0,1
0.140397,0.295491,0.079379,0.200305,0.128221,0.152729,0.264039,0.047289,0.249977,0.124733,0,0.157665,0.02699499999999999,0.126021,0.004265,0,0.401865,0.153663,0.324261,0.248689,0.137826,0.106374,0.074284,0.123956,0.120468,0.843793,0.838767,0.260956,1.128478,0.16875860000000004,0.295491,0.079379,0.562908,0.11258159999999999,0.021605982852904423,0,4.0,4.0,4.0,4.0,9,3.0,2.0,3.0,5.0,1
0.138587,0.21199,0.128138,0.246913,0.11943,0.11806,0.228411,0.1325,0.232544,0.114508,0,0.112049,0.011776,0.126189,0.013075,0,0.328352,0.248862,0.353268,0.220863,0.099941,0.116362,0.120724,0.106355,0.101433,0.845058,0.826023,0.263089,1.151345,0.16901159999999998,0.246913,0.11943,0.5448149999999999,0.10896299999999999,0.008221500714589762,4,4.0,0.0,4.0,4.0,3,2.0,9.0,6.0,3.0,1
0.140364,0.285503,0.078573,0.247011,0.131247,0.165609,0.27583,0.065684,0.271104,0.104512,0,0.158825,0.03843200000000002,0.142895,0.003038,0,0.402508,0.182689,0.37522,0.232721,0.126678,0.117005,0.104116,0.128209,0.101474,0.882698,0.882739,0.26632599999999995,1.193138,0.1765396,0.285503,0.078573,0.5774819999999999,0.11549639999999999,0.011091036535869856,4,4.0,4.0,4.0,4.0,5,3.0,3.0,1.0,4.0,1
0.212945,0.134191,0.299539,0.114426,0.17547,0.225726,0.168935,0.289339,0.146412,0.062274,0,0.019936,0.15054,0.024372999999999978,0.004685,0,0.28319,0.438338,0.285211,0.233059,0.114255,0.148999,0.138799,0.170785,0.057589,0.936571,0.892686,0.15078800000000003,1.239798,0.18731420000000001,0.299539,0.114426,0.630427,0.1260854,0.03877225324171913,0,4.0,4.0,4.0,4.0,9,2.0,3.0,5.0,3.0,1
0.215148,0.15086,0.314689,0.135948,0.152434,0.278268,0.148339,0.410499,0.065409,0.135987,0,0.030151,0.196501,0.07804999999999995,0.008975,0,0.269048,0.528687,0.279407,0.279446,0.120709,0.118188,0.213998,0.143459,0.127012,0.969079,1.038502,0.15757700000000005,1.3565880000000001,0.1938158,0.314689,0.135948,0.7233660000000001,0.1446732,0.035763302036584926,4,0.0,4.0,4.0,4.0,2,9.0,6.0,5.0,1.0,1
