PPD_0,PPD_1,PPD_2,PPD_3,PPD_4,RRD_0,RRD_1,RRD_2,RRD_3,RRD_4,RPD_0,RPD_1,RPD_2,RPD_3,RPD_4,PRD_0,PRD_1,PRD_2,PRD_3,PRD_4,Hold_Time_0,Hold_Time_1,Hold_Time_2,Hold_Time_3,Hold_Time_4,PPD_Sum,RRD_Sum,RPD_Sum,PRD_Sum,Typing_Speed_Avg,Typing_Speed_Max,Typing_Speed_Min,HT_Sum,Hold_Time_Avg,Hold_Time_Std,Key_Type_1,Key_Type_2,Key_Type_3,Key_Type_4,Key_Type_5,Key_Section_1,Key_Section_2,Key_Section_3,Key_Section_4,Key_Section_5,label
0.081013,0.206864,61.528756,0.147189,0.151529,0.066152,0.136183,61.51354,0.196721,0.18303,0,0.072755,61.465328,0.098977,0.053785,0,0.270292,61.576968,0.244933,0.280774,0.134109,0.063428,0.048212,0.097744,0.129245,62.115351000000004,62.095625999999996,61.690845,62.372967,12.4230702,61.528756,0.081013,0.47273800000000005,0.09454760000000001,0.03433554496786093,4,4.0,0.0,4.0,4.0,4,3.0,9.0,2.0,5.0,1
0.257983,0.16406,0.189389,0.205078,4.939293,0.288206,0.108391,0.182311,0.202861,5.005523,0,0.004592,0.08559,0.108357,4.8447890000000005,0,0.267859,0.28611,0.299582,5.100027,0.159468,0.103799,0.096721,0.094504,0.160734,5.755803,5.787292,5.043328000000001,5.953578,1.1511606,4.939293,0.16406,0.615226,0.12304520000000001,0.030413963315556222,4,4.0,4.0,0.0,4.0,5,4.0,2.0,9.0,4.0,1
0.207273,0.192653,0.650299,0.146165,1.191645,0.198253,0.149817,0.649636,0.125115,1.17207,0,0.040939,0.541421,0.03795,1.10448,0,0.301531,0.758514,0.23333,1.2592349999999999,0.151714,0.108878,0.108215,0.087165,0.06759,2.388035,2.294891,1.72479,2.55261,0.47760700000000006,1.191645,0.146165,0.523562,0.1047124,0.028016975786833237,4,4.0,4.0,0.0,4.0,5,4.0,3.0,9.0,2.0,1
0.151487,0.232416,0.105105,0.160698,0.066913,0.171338,0.246985,0.074462,0.15215,0.113254,0,0.144975,0.003095,0.089331,0.004094,0,0.334426,0.176472,0.223517,0.176073,0.087441,0.10201,0.071367,0.062819,0.10916,0.716619,0.758189,0.241495,0.910488,0.1433238,0.232416,0.066913,0.432797,0.0865594,0.017576694735928027,4,4.0,4.0,4.0,4.0,2,2.0,5.0,2.0,5.0,1
0.05068,0.207867,0.724647,0.307026,0.133501,0.05843,0.170376,0.720869,0.307973,0.152039,0,0.090957,0.645228,0.231385,0.056913,0,0.287286,0.800288,0.383614,0.228627,0.11691,0.079419,0.075641,0.076588,0.095126,1.423721,1.409687,1.024483,1.699815,0.28474420000000006,0.724647,0.05068,0.44368399999999997,0.08873679999999999,0.015750973244850617,4,4.0,6.0,4.0,4.0,5,4.0,6.0,4.0,1.0,1
0.09969,0.169818,0.173024,0.118273,2.311325,0.075831,0.172452,0.213795,0.101375,2.30602,0,0.098551,0.099123,0.003601,2.213551,0,0.243719,0.287696,0.216047,2.403794,0.071267,0.073901,0.114672,0.097774,0.092469,2.8721300000000003,2.869473,2.4148259999999997,3.151256,0.5744260000000001,2.311325,0.09969,0.450083,0.0900166,0.01603334234150821,4,4.0,4.0,4.0,6.0,5,5.0,4.0,3.0,5.0,1
12.830843,0.576484,0.3988,0.098517,0.228895,12.868322,0.539852,0.401389,0.098262,0.233636,0,0.446536,0.305484,0.002612,0.133245,0,0.6698,0.494705,0.194167,0.329286,0.129948,0.093316,0.095905,0.09565,0.100391,14.133538999999999,14.141461,0.8878769999999999,1.687958,2.8267078,12.830843,0.098517,0.5152100000000001,0.10304200000000001,0.013646495125122792,0,7.0,4.0,7.0,4.0,7,1.0,3.0,1.0,2.0,1
0.195583,0.147641,0.872442,0.202151,0.131879,0.171458,0.185528,0.826221,0.211904,0.128253,0,0.071375,0.758289,0.134219,0.054194,0,0.261794,0.940374,0.279836,0.205938,0.076266,0.114153,0.067932,0.077685,0.074059,1.549696,1.523364,1.018077,1.687942,0.3099392,0.872442,0.131879,0.410095,0.082019,0.01640902001948928,0,4.0,4.0,4.0,4.0,9,2.0,5.0,5.0,5.0,1
0.193012,0.16088,0.088529,0.090215,0.115232,0.187884,0.173429,0.087442,0.120785,0.076467,0,0.091949,0.007049,0.009822,0.004269,0,0.24236,0.168922,0.201178,0.18743,0.068931,0.08148,0.080393,0.110963,0.072198,0.647868,0.646007,0.113089,0.79989,0.1295736,0.193012,0.088529,0.413965,0.082793,0.014869041246832294,4,4.0,4.0,0.0,4.0,5,4.0,3.0,9.0,3.0,1
0.076976,0.164663,0.165662,0.104474,0.125383,0.082744,0.181823,0.168989,0.072917,0.182264,0,0.086697,0.070536,0.006021,0.058487,0,0.259789,0.264115,0.17137,0.24916,0.077966,0.095126,0.098453,0.066896,0.123777,0.637158,0.688737,0.221741,0.944434,0.1274316,0.165662,0.076976,0.462218,0.0924436,0.01942869466124783,4,0.0,4.0,4.0,4.0,5,9.0,2.0,4.0,1.0,1
0.100867,0.207054,0.04613,0.129506,0.319998,0.077798,0.179265,0.052175,0.174283,0.376555,0,0.106346,0.026788999999999952,0.050542,0.196257,0,0.279973,0.125094,0.253247,0.500296,0.100708,0.072919,0.078964,0.123741,0.180298,0.803555,0.860076,0.32635600000000003,1.15861,0.160711,0.319998,0.04613,0.55663,0.111326,0.038849472650217536,4,4.0,4.0,0.0,4.0,4,3.0,2.0,9.0,4.0,1
0.208387,0.155161,0.438004,0.10269,0.453367,0.196972,0.109303,0.395069,0.115347,0.511804,0,0.013722000000000012,0.314979,0.0226,0.36062,0,0.278186,0.518094,0.195437,0.604551,0.168883,0.123025,0.08009,0.092747,0.151184,1.357609,1.328495,0.684477,1.596268,0.27152180000000004,0.453367,0.10269,0.615929,0.12318579999999998,0.03363310176240069,4,4.0,4.0,0.0,4.0,5,4.0,3.0,9.0,4.0,1
0.119526,0.151786,0.129974,0.303908,6.196657,0.137595,0.076572,0.136235,0.468144,6.005816,0,0.01746700000000001,0.035935,0.203608,5.932121,0,0.245825,0.230274,0.568444,6.270352,0.169253,0.094039,0.1003,0.264536,0.073695,6.901851,6.824362000000001,6.154197000000001,7.314895,1.3803702000000002,6.196657,0.119526,0.701823,0.1403646,0.0699273125255075,4,4.0,4.0,7.0,0.0,5,4.0,2.0,6.0,9.0,1
1.446964,0.23202100000000003,0.628666,0.233384,1.14396,1.46856,0.026839,0.41122,0.175895,1.168866,0,0.32731200000000005,0.274515,0.096679,1.064744,0,0.12213,0.765371,0.3126,1.248082,0.095291,0.354151,0.136705,0.079216,0.104122,3.2209529999999997,3.25138,1.108626,2.4481829999999998,0.6441906,1.446964,-0.23202100000000003,0.769485,0.153897,0.1018692249916529,4,7.0,4.0,4.0,0.0,0,1.0,5.0,3.0,9.0,1
0.354829,0.1689,0.246485,0.153517,0.182152,0.348354,0.220458,0.199399,0.164433,0.166649,0,0.071253,0.09728,0.051398,0.069117,0,0.318105,0.348604,0.266552,0.279684,0.097647,0.149205,0.102119,0.113035,0.097532,1.105883,1.0992929999999999,0.28904799999999997,1.212945,0.2211766,0.354829,0.153517,0.559538,0.1119076,0.019484385313373376,4,4.0,4.0,0.0,4.0,4,2.0,2.0,9.0,2.0,1
0.200493,0.155152,0.13826,0.151319,0.078985,0.284432,0.106959,0.075789,0.156428,0.11232,0,0.02631899999999998,0.004982,0.080512,0.003069,0,0.28843,0.209067,0.227235,0.188236,0.181471,0.133278,0.070807,0.075916,0.109251,0.724209,0.735928,0.06224400000000002,0.912968,0.1448418,0.200493,0.078985,0.570723,0.1141446,0.04065083488736732,4,4.0,4.0,4.0,4.0,3,5.0,2.0,2.0,4.0,1
0.188017,0.212069,0.135411,0.433214,0.083751,0.164894,0.231996,0.146639,0.414222,0.088369,0,0.125941,0.029356,0.315931,0.014539999999999997,0,0.318124,0.252694,0.531505,0.18666,0.086128,0.106055,0.117283,0.098291,0.102909,1.052462,1.04612,0.45668800000000004,1.288983,0.2104924,0.433214,0.083751,0.5106660000000001,0.10213320000000001,0.010162949855233963,4,4.0,0.0,4.0,4.0,2,2.0,9.0,2.0,4.0,1
0.115943,0.150875,0.150726,0.088089,0.217657,0.088026,0.150001,0.162428,0.118771,0.210818,0,0.075883,0.076608,0.002269,0.101155,0,0.224993,0.236546,0.204591,0.32732,0.074992,0.074118,0.08582,0.116502,0.109663,0.72329,0.730044,0.255915,0.9934499999999999,0.144658,0.217657,0.088089,0.46109500000000003,0.09221900000000001,0.0176596724544936,4,4.0,4.0,4.0,4.0,2,3.0,3.0,2.0,2.0,1
0.282811,0.334948,0.113294,0.163265,0.11485,0.28059,0.337691,0.094726,0.183035,0.065019,0,0.227506,0.003109,0.071648,0.003463,0,0.445133,0.204911,0.274652,0.176406,0.107442,0.110185,0.091617,0.111387,0.061556,1.009168,0.961061,0.305726,1.101102,0.20183359999999997,0.334948,0.113294,0.48218700000000003,0.0964374,0.01883367510179572,0,4.0,4.0,4.0,4.0,9,3.0,4.0,1.0,3.0,1
0.227562,0.130232,0.098326,0.089165,0.244529,0.266136,0.125152,0.147618,0.057631,0.227199,0,0.030102,0.003276,0.05517700000000003,0.131721,0,0.225282,0.242668,0.201973,0.340007,0.10013,0.09505,0.144342,0.112808,0.095478,0.789814,0.823736,0.10992199999999998,1.00993,0.15796280000000001,0.244529,0.089165,0.547808,0.1095616,0.018537015613091554,0,4.0,4.0,4.0,4.0,9,2.0,5.0,4.0,3.0,1
0.206391,0.237641,0.198228,0.13196,0.121687,0.227228,0.225438,0.212389,0.121186,0.144477,0,0.121326,0.094116,0.013687,0.014188,0,0.341753,0.316501,0.239459,0.251976,0.116315,0.104112,0.118273,0.107499,0.130289,0.895907,0.930718,0.243317,1.149689,0.1791814,0.237641,0.121687,0.576488,0.1152976,0.009171324781077158,4,4.0,4.0,4.0,4.0,3,1.0,2.0,5.0,2.0,1
0.199645,0.138855,0.293303,0.617097,0.09837,0.14985,0.159011,0.28012,0.662709,0.142277,0,0.058361,0.192653,0.52963,0.03470899999999999,0,0.239505,0.38077,0.750176,0.275356,0.080494,0.10065,0.087467,0.133079,0.176986,1.34727,1.393967,0.745935,1.645807,0.26945399999999997,0.617097,0.09837,0.578676,0.1157352,0.03555577158999647,4,4.0,0.0,4.0,4.0,3,2.0,9.0,4.0,5.0,1
0.108646,0.163762,0.154512,0.192981,0.207997,0.057925,0.141814,0.132897,0.238944,0.194361,0,0.037497,0.050195,0.110279,0.079332,0,0.268079,0.237214,0.321646,0.323026,0.126265,0.104317,0.082702,0.128665,0.115029,0.827898,0.765941,0.277303,1.149965,0.1655796,0.207997,0.108646,0.5569780000000001,0.11139560000000001,0.01676879296312051,4,4.0,0.0,4.0,4.0,4,3.0,9.0,5.0,4.0,1
0.255411,0.189428,0.396108,0.263315,0.416542,0.264685,0.228336,0.3489,0.275256,0.3946,0,0.065125,0.232897,0.147312,0.288598,0,0.352639,0.512111,0.391259,0.522544,0.124303,0.163211,0.116003,0.127944,0.106002,1.520804,1.511777,0.733932,1.778553,0.3041608,0.416542,0.189428,0.637463,0.1274926,0.019390916456939314,4,4.0,4.0,4.0,0.0,3,5.0,1.0,5.0,9.0,1
1.6137899999999998,0.238537,0.150527,0.073621,0.233125,1.615484,0.206258,0.190024,0.056372,0.227456,0,0.130841,0.07511,0.041293000000000024,0.13546,0,0.313954,0.265441,0.171286,0.325121,0.107696,0.075417,0.114914,0.097665,0.091996,2.3095999999999997,2.295594,0.300118,1.075802,0.46191999999999994,1.6137899999999998,0.073621,0.487688,0.0975376,0.013602785547085569,4,4.0,4.0,4.0,4.0,1,2.0,2.0,4.0,4.0,1
0.202288,0.290415,0.144473,0.066117,0.253042,0.242472,0.289977,0.132673,0.062209,0.242164,0,0.158235,0.012731,0.05382500000000001,0.137008,0,0.422157,0.264415,0.182151,0.358198,0.13218,0.131742,0.119942,0.116034,0.105156,0.9563349999999999,0.969495,0.25414899999999996,1.226921,0.191267,0.290415,0.066117,0.605054,0.1210108,0.010170498874686528,4,4.0,4.0,4.0,4.0,6,3.0,5.0,5.0,4.0,1
0.233172,0.448633,0.168294,0.212444,0.205551,0.24199,0.434088,0.141441,0.339373,0.090569,0,0.334659,0.068865,0.139868,0.006046,0,0.548062,0.24087,0.411949,0.290074,0.113974,0.099429,0.072576,0.199505,0.084523,1.268094,1.247461,0.549438,1.490955,0.25361880000000003,0.448633,0.168294,0.5700069999999999,0.11400139999999999,0.04496278691807259,0,4.0,4.0,4.0,4.0,9,1.0,3.0,5.0,4.0,1
0.120478,0.222926,0.283746,0.18903,0.504271,0.160186,0.161235,0.328111,0.219822,0.472447,0,0.098695,0.221206,0.082125,0.366574,0,0.285466,0.390651,0.326727,0.610144,0.124231,0.06254,0.106905,0.137697,0.105873,1.320451,1.341801,0.7686000000000001,1.612988,0.26409020000000005,0.504271,0.120478,0.537246,0.1074492,0.025362078072587033,4,0.0,4.0,4.0,8.0,3,9.0,1.0,5.0,7.0,1
0.539665,0.395006,0.078453,0.238755,0.237007,0.523741,0.394888,0.053826,0.287894,0.186313,0,0.305057,0.011378,0.173551,0.122664,0,0.484837,0.143657,0.353098,0.300656,0.089949,0.089831,0.065204,0.114343,0.063649,1.488886,1.4466620000000001,0.589894,1.282248,0.29777719999999996,0.539665,0.078453,0.42297599999999996,0.0845952,0.01873910516967126,8,4.0,4.0,4.0,0.0,7,3.0,4.0,2.0,9.0,1
0.158098,0.081234,0.166388,0.180526,0.092615,0.195817,0.088682,0.149743,0.153185,0.123553,0,0.020133999999999985,0.057572,0.088355,0.027785,0,0.19005,0.258559,0.245356,0.188383,0.101368,0.108816,0.092171,0.06483,0.095768,0.6788609999999999,0.71098,0.15357800000000002,0.8823479999999999,0.13577219999999998,0.180526,0.081234,0.462953,0.0925906,0.014974840254239776,4,4.0,4.0,4.0,4.0,1,5.0,2.0,3.0,3.0,1
1.495935,0.205762,0.22682,0.147838,0.09751,1.477918,0.192212,0.228602,0.163237,0.091946,0,0.128011,0.162619,0.081855,0.016128,0,0.269963,0.292803,0.22922,0.173328,0.077751,0.064201,0.065983,0.081382,0.075818,2.173865,2.153915,0.38861300000000004,0.965314,0.434773,1.495935,0.09751,0.365135,0.073027,0.006744302691902255,6,0.0,4.0,4.0,0.0,5,9.0,3.0,2.0,9.0,1
1.301995,0.062757,0.174884,0.084127,0.142642,1.3583210000000001,0.026618,0.154569,0.062943,0.182349,0,0.06938699999999998,0.078879,0.008437,0.088136,0,0.158762,0.250574,0.138633,0.236855,0.132144,0.096005,0.07569,0.054506,0.094213,1.766405,1.7848000000000002,0.10606500000000003,0.784824,0.353281,1.301995,0.062757,0.45255799999999996,0.0905116,0.025664051095647393,4,4.0,4.0,4.0,0.0,5,6.0,2.0,4.0,9.0,1
0.161582,0.066182,0.175309,0.120313,0.194705,0.147065,0.066397,0.180783,0.138055,0.209523,0,0.013514000000000026,0.095398,0.034928,0.091578,0,0.146093,0.260694,0.22344,0.31265,0.079696,0.079911,0.085385,0.103127,0.117945,0.718091,0.741823,0.20838999999999996,0.942877,0.1436182,0.194705,0.066182,0.4660639999999999,0.09321279999999998,0.01503921072929028,4,4.0,0.0,4.0,4.0,3,5.0,9.0,3.0,2.0,1
0.203932,0.205149,0.30203,0.225972,0.232624,0.177632,0.222492,0.328452,0.206038,0.232428,0,0.113504,0.193042,0.090562,0.117148,0,0.314137,0.43744,0.341448,0.347904,0.091645,0.108988,0.13541,0.115476,0.11528,1.169707,1.167042,0.514256,1.440929,0.23394140000000002,0.30203,0.203932,0.566799,0.11335980000000001,0.014035825339466146,4,4.0,4.0,4.0,4.0,3,5.0,2.0,5.0,4.0,1
0.762603,0.100768,0.16323,0.201049,1.249519,0.738562,0.112554,0.174364,0.163133,1.248785,0,0.009529,0.060205,0.08689,1.173276,0,0.203793,0.277389,0.277292,1.325028,0.091239,0.103025,0.114159,0.076243,0.075509,2.477169,2.437398,1.3299,2.083502,0.4954338,1.249519,0.100768,0.460175,0.092035,0.015055769870717337,4,0.0,4.0,4.0,6.0,3,9.0,5.0,3.0,5.0,1
0.26911,0.165192,0.161541,0.164865,0.256661,0.252745,0.213622,0.21684,0.114537,0.252231,0,0.106048,0.053967,0.001992,0.144116,0,0.272766,0.324414,0.27741,0.364776,0.059144,0.107574,0.162873,0.112545,0.108115,1.017369,1.0499749999999999,0.306123,1.239366,0.20347379999999998,0.26911,0.161541,0.5502509999999999,0.11005019999999999,0.032856627918275476,0,7.0,4.0,7.0,4.0,9,1.0,1.0,1.0,2.0,1
0.265727,0.613294,0.344339,0.129038,0.213799,0.27692,0.600667,0.335683,0.098205,0.229519,0,0.493986,0.237658,0.031013,0.146607,0,0.719975,0.442364,0.19623,0.296711,0.119308,0.106681,0.098025,0.067192,0.082912,1.566197,1.540994,0.909264,1.65528,0.3132394,0.613294,0.129038,0.47411800000000004,0.09482360000000001,0.018197385928753612,4,4.0,4.0,4.0,4.0,1,6.0,3.0,5.0,4.0,1
0.140025,0.5153,0.342201,0.152813,0.171558,0.131818,0.524153,0.35309,0.117276,0.205458,0,0.440595,0.258643,0.058366,0.112648,0,0.598858,0.436648,0.211723,0.264368,0.074705,0.083558,0.094447,0.05891,0.09281,1.3218969999999999,1.331795,0.870252,1.511597,0.2643794,0.5153,0.140025,0.40443,0.080886,0.013071889060116753,4,0.0,4.0,4.0,0.0,3,9.0,3.0,5.0,9.0,1
0.161986,0.137402,0.182181,0.122539,0.468686,0.175675,0.108477,0.212406,0.123407,0.454091,0,0.030903,0.104607,0.01474,0.360019,0,0.214976,0.28998,0.231206,0.562758,0.106499,0.077574,0.107799,0.108667,0.094072,1.072794,1.0740560000000001,0.510269,1.29892,0.2145588,0.468686,0.122539,0.494611,0.0989222,0.011920039318727097,4,4.0,4.0,0.0,4.0,4,2.0,2.0,9.0,5.0,1
0.178109,0.136639,0.065567,0.142263,0.027568,0.17348,0.149314,0.067736,0.114122,0.05681,0,0.047196,0.036551,0.037976,0.04857800000000001,0,0.238757,0.169854,0.218409,0.132956,0.089443,0.102118,0.104287,0.076146,0.105388,0.550146,0.561462,4.299999999999443e-05,0.759976,0.11002920000000001,0.178109,0.027568,0.477382,0.09547639999999999,0.011225360726497834,4,4.0,4.0,4.0,4.0,4,3.0,5.0,3.0,4.0,1
0.223099,0.270557,0.131443,0.068578,0.185347,0.253197,0.251614,0.139981,0.05293,0.155524,0,0.135071,0.0149,0.05650299999999997,0.075914,0,0.3871,0.256524,0.178011,0.264957,0.135486,0.116543,0.125081,0.109433,0.07961,0.879024,0.853246,0.16938200000000003,1.086592,0.1758048,0.270557,0.068578,0.566153,0.1132306,0.018928673029031905,4,4.0,4.0,4.0,4.0,1,3.0,5.0,5.0,4.0,1
0.189723,0.226439,0.154801,0.047836,0.14852,0.183859,0.239485,0.1281,0.114973,0.146386,0,0.152693,0.068009,0.012255000000000016,0.021292,0,0.313231,0.214892,0.175064,0.273614,0.073746,0.086792,0.060091,0.127228,0.125094,0.767319,0.8128029999999999,0.22973899999999997,0.976801,0.15346379999999998,0.226439,0.047836,0.472951,0.0945902,0.027133725143444646,0,4.0,4.0,0.0,4.0,9,5.0,2.0,9.0,5.0,1
0.132089,0.217031,0.261712,0.346738,0.131792,0.086116,0.232536,0.288747,0.324143,0.102637,0,0.13791,0.167086,0.225077,0.032726,0,0.311657,0.383373,0.445804,0.201703,0.079121,0.094626,0.121661,0.099066,0.069911,1.089362,1.034179,0.562799,1.342537,0.2178724,0.346738,0.131792,0.464385,0.092877,0.017813175292462603,4,4.0,0.0,4.0,4.0,2,4.0,9.0,3.0,5.0,1
0.148665,0.145608,0.258278,0.061448,0.117427,0.204228,0.113066,0.24004,0.125365,0.087563,0,0.020134,0.165346,0.01324599999999998,0.02118399999999998,0,0.23854,0.332972,0.200059,0.226174,0.125474,0.092932,0.074694,0.138611,0.108747,0.731426,0.770262,0.15105000000000002,0.997745,0.14628519999999998,0.258278,0.061448,0.540458,0.1080916,0.022712218355766138,0,4.0,4.0,4.0,4.0,9,1.0,3.0,5.0,5.0,1
0.226234,0.071944,0.197453,0.073901,0.196323,0.203927,0.077052,0.211591,0.062501,0.223743,0,0.014495999999999953,0.105905,0.03178499999999995,0.102037,0,0.163492,0.303139,0.168187,0.318029,0.08644,0.091548,0.105686,0.094286,0.121706,0.765855,0.778814,0.1616610000000001,0.952847,0.153171,0.226234,0.071944,0.49966599999999994,0.09993319999999999,0.0125810843793371,4,4.0,4.0,4.0,0.0,2,5.0,4.0,3.0,9.0,1
1.736863,0.338064,0.121053,0.171712,0.246119,1.69352,0.333453,0.127998,0.186283,0.269807,0,0.259701,0.047301,0.091015,0.150851,0,0.411816,0.20175,0.26698,0.365075,0.078363,0.073752,0.080697,0.095268,0.118956,2.613811,2.611061,0.548868,1.245621,0.5227622000000001,1.736863,0.121053,0.44703600000000004,0.0894072,0.016434158224868108,4,4.0,4.0,4.0,4.0,5,3.0,2.0,3.0,2.0,1
0.063143,0.149054,0.166202,0.081358,0.154351,0.047902,0.146113,0.132841,0.109097,0.133953,0,0.045339,0.065428,0.013945,0.059199,0,0.249828,0.233615,0.17651,0.229105,0.103715,0.100774,0.067413,0.095152,0.074754,0.614108,0.569906,0.183911,0.889058,0.1228216,0.166202,0.063143,0.441808,0.0883616,0.014559634042104218,4,4.0,4.0,4.0,4.0,5,4.0,3.0,5.0,2.0,1
0.169681,0.094982,0.12862,0.18328,0.217209,0.180239,0.082549,0.137775,0.211716,0.186046,0,0.00967,0.055741,0.101246,0.106739,0,0.167861,0.210654,0.29375,0.296516,0.085312,0.072879,0.082034,0.11047,0.079307,0.793772,0.798325,0.27339600000000003,0.968781,0.1587544,0.217209,0.094982,0.430002,0.0860004,0.012899149500645381,4,4.0,4.0,4.0,0.0,2,4.0,2.0,2.0,9.0,1
0.458437,0.343909,0.245668,0.204467,0.091633,0.447914,0.380539,0.246566,0.155724,0.119512,0,0.275125,0.140254,0.098155,0.034064,0,0.449323,0.35198,0.262036,0.177081,0.068784,0.105414,0.106312,0.057569,0.085448,1.344114,1.350255,0.547598,1.2404199999999999,0.26882280000000003,0.458437,0.091633,0.423527,0.0847054,0.0194222445417619,8,6.0,4.0,4.0,4.0,7,6.0,2.0,3.0,5.0,1
0.212219,0.119796,2.241883,0.131717,0.192011,0.20877,0.14712,2.206519,0.146473,0.160323,0,0.037797,2.13256,0.057758,0.103296,0,0.229119,2.315842,0.220432,0.249038,0.081999,0.109323,0.073959,0.088715,0.057027,2.8976260000000003,2.869205,2.3314109999999997,3.014431,0.5795252000000001,2.241883,0.119796,0.41102299999999997,0.08220459999999999,0.01720311982868224,4,4.0,0.0,4.0,4.0,3,2.0,9.0,2.0,3.0,1
0.149764,0.115392,0.165626,0.705396,1.012604,0.161673,0.12468,0.157701,0.707458,1.053285,0,0.046456,0.087402,0.635097,0.940243,0,0.193616,0.235925,0.777757,1.125646,0.068936,0.078224,0.070299,0.072361,0.113042,2.148782,2.204797,1.709198,2.332944,0.42975640000000004,1.012604,0.115392,0.40286200000000005,0.08057240000000002,0.016541859322337378,4,4.0,4.0,4.0,6.0,3,5.0,3.0,2.0,5.0,1
4.139521,0.489857,867.391238,870.795075,762.114751,4.140276,0.485695,3.699523,0.008517,2.029001,0,0.37606,867.500873,0.40532100000000004,762.528589,0,0.599492,3.809158,871.208913,2.442839,0.113797,0.109635,871.200396,0.413838,764.55759,-754.081536,10.363012,-1630.0587229999999,878.0604020000001,-150.8163072,870.795075,-867.391238,1636.395256,327.2790512,401.9902356716602,7,7.0,4.0,7.0,4.0,8,8.0,0.0,1.0,0.0,1
764.216112,1.454129,2.434816,0.24666,0.146678,0.029651,1.21192,2.376906,0.223869,0.174756,0,1.083,2.305896,0.17565,0.098459,0,1.583049,2.505826,0.294879,0.222975,0.371129,0.12892,0.07101,0.048219,0.076297,768.498395,4.017102,3.663005,4.606729,153.69967899999997,764.216112,0.146678,0.695575,0.13911500000000002,0.11897975389619865,7,0.0,7.0,7.0,7.0,1,7.0,8.0,8.0,8.0,1
0.364303,2.3890190000000002,0.620047,0.262519,0.337713,0.404902,2.392416,0.634603,0.242178,0.325539,0,2.272123,0.499754,0.12767,0.223205,0,2.509312,0.754896,0.377027,0.440047,0.116896,0.120293,0.134849,0.114508,0.102334,3.9736010000000004,3.999638,3.122752,4.081282,0.7947202000000001,2.3890190000000002,0.262519,0.58888,0.11777599999999999,0.010466443579363528,7,7.0,7.0,7.0,7.0,8,8.0,8.0,8.0,8.0,1
1.002962,0.013317000000000023,2.683004,0.013557000000000041,0.642053,2.039833,0.012002,1.630298,0.012555,0.64179,0,1.152522,1.51848,0.12537500000000001,0.504123,0,1.151207,2.794822,0.124373,0.77972,1.139205,1.1645240000000001,0.111818,0.13793,0.137667,4.301145,4.336478,0.744706,4.850122,0.860229,2.683004,-0.013557000000000041,2.691144,0.5382288,0.5011852204059493,7,7.0,7.0,7.0,7.0,8,8.0,8.0,8.0,8.0,1
3.424872,58.065058,0.191313,0.183986,0.520437,0.389435,54.182982,0.169175,0.198511,0.544252,0,54.113084,0.121415,0.136226,0.458152,0,58.134956,0.239073,0.246271,0.606537,3.951974,0.069898,0.04776,0.062285,0.0861,55.535922,55.484355,54.828877,59.226837,11.1071844,58.065058,-3.424872,4.218017000000001,0.8436034000000001,1.5542344992598252,7,8.0,8.0,8.0,8.0,1,7.0,7.0,7.0,7.0,1
13.825612,0.886404,0.180906,0.299054,0.181155,13.876351,0.830244,0.222039,0.279169,0.180828,0,0.749565,0.100227,0.177242,0.079228,0,0.967083,0.302718,0.400981,0.282755,0.136839,0.080679,0.121812,0.101927,0.1016,15.373130999999999,15.388631,1.106262,1.9535369999999999,3.0746262,13.825612,0.180906,0.542857,0.10857140000000001,0.019209920068547912,7,4.0,7.0,4.0,4.0,1,2.0,1.0,3.0,1.0,1
0.314858,0.121051,0.176626,0.409113,0.159331,0.377963,0.086243,0.151018,0.39663,0.167478,0,0.04365399999999997,0.046729,0.304824,0.067525,0,0.250948,0.280915,0.500919,0.259284,0.164705,0.129897,0.104289,0.091806,0.099953,1.180979,1.179332,0.37542400000000004,1.2920660000000002,0.23619580000000004,0.409113,0.121051,0.59065,0.11813,0.02654288040134303,4,4.0,4.0,0.0,7.0,3,4.0,2.0,9.0,1.0,1
0.194004,0.408456,0.287209,0.732821,1.057192,0.215214,0.397856,0.276593,0.708472,1.082285,0,0.287293,0.176646,0.632874,0.981594,0,0.519019,0.387156,0.808419,1.157883,0.121163,0.110563,0.099947,0.075598,0.100691,2.6796819999999997,2.68042,2.078407,2.872477,0.5359364,1.057192,0.194004,0.507962,0.1015924,0.015117597317034213,4,7.0,4.0,4.0,0.0,1,1.0,4.0,5.0,9.0,1
0.708508,0.105148,0.14521,0.17112,0.557299,0.778475,0.06265,0.118037,0.173164,0.542867,0,0.06550999999999996,0.01705,0.070133,0.454268,0,0.233308,0.246197,0.274151,0.645898,0.170658,0.12816,0.100987,0.103031,0.088599,1.687285,1.675193,0.47594100000000006,1.399554,0.337457,0.708508,0.105148,0.591435,0.118287,0.029167141272329042,4,4.0,4.0,4.0,0.0,3,5.0,1.0,2.0,9.0,1
0.192106,0.118136,0.240283,0.091166,0.189214,0.263807,0.06781,0.205895,0.105179,0.17827,0,0.04216399999999998,0.130309,0.01558,0.099615,0,0.22811,0.315869,0.180765,0.267869,0.1603,0.109974,0.075586,0.089599,0.078655,0.830905,0.820961,0.20334000000000002,0.9926130000000001,0.166181,0.240283,0.091166,0.514114,0.10282279999999999,0.031162679277623093,4,4.0,4.0,4.0,4.0,4,5.0,3.0,5.0,3.0,1
